Date,TempF,Humidity,HrsDaylight,AvgSurfaceAlbedo,DailySumClearskyGHI,AvgPrecipitableWater,AvgAOD,MostFrequentCloudType
12/21/2006,47.3,44.8,9.23,0.1,2370,1.125,0.049625,7
12/22/2006,44.4,65.4,9.2,0.1,2268,1.695833333,0.086041667,7
12/23/2006,56.2,78.2,9.18,0.1,2382,2.45,0.050791667,0
12/24/2006,50.2,47.3,9.16,0.1,2514,0.9125,0.034666667,0
12/25/2006,44.3,66,9.14,0.1,2444,1.095833333,0.048833333,6
12/26/2006,48.5,81.9,9.12,0.1,2379,2.058333333,0.069416667,4
12/27/2006,42.8,51.7,9.09,0.1,2529,0.958333333,0.05125,4
12/28/2006,44.3,48.7,9.06,0.1,2425,0.983333333,0.062208333,4
12/29/2006,44.8,54.4,9.04,0.1,2445,1.425,0.062125,4
12/30/2006,43,59.1,9.02,0.1,2380,1.341666667,0.074791667,4
12/31/2006,40.7,55,9,0.102083333,2602,0.695833333,0.064583333,7
